<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2017,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2017,RESULTADO_2019,RESULTADO_2021
PB,2504009,Campina Grande,25114433,EEEFM SENADOR HUMBERTO LUCENA,Estadual,64.3,-,-,0.643,-,-,195.24,-,-,191.07,-,-,5.164007,-,-,3.3,,,4.7,5.0,5.3,-1.4000000000000004,,
PB,2504009,Campina Grande,25114808,ECI ITAN PEREIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.3,4.6,4.9,,,
PB,2504009,Campina Grande,25117459,ECI PREFEITO WILLIAMS DE SOUSA ARRUDA,Estadual,91.7,-,-,0.917,-,-,201.06,-,-,199.57,-,-,5.429621,-,-,5.0,,,4.9,5.2,5.5,0.09999999999999964,,
PB,2504009,Campina Grande,25117688,ECIT IRMA STEFANIE,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.0,5.3,5.6,,,
PB,2504009,Campina Grande,25117858,EEEF REITOR EDVALDO DO O,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.1,5.4,5.7,,,
PB,2504009,Campina Grande,25117866,EEEFM POETISA VICENTINA FIGUEIREDO VITAL DO REGO,Estadual,58.3,-,-,0.583,-,-,189.7,-,-,177.75,-,-,4.8161,-,-,2.8,,,4.4,4.7,5.0,-1.6000000000000005,,
PB,2504009,Campina Grande,25117882,EMEF DR WILLIAMS DE SOUZA ARRUDA,Municipal,84.1,96.4,100,0.835321,0.965176,1,204.72,219.47,192.94,202.06,208.35,189.48,5.544741,5.940593,5.091205,4.6,5.7,5.1,4.9,5.2,5.5,-0.3000000000000007,0.5,-0.40000000000000036
PB,2504009,Campina Grande,25120646,EMEF MARIA DAS VITORIAS PIRES UCHOA QUEIROZ,Municipal,82.7,93.6,100,0.816629,0.937635,1,192.76,202.59,ND,170.02,185.69,ND,4.733951,5.206456,-,3.9,4.9,,4.7,5.0,5.3,-0.8000000000000003,-0.09999999999999964,
PB,2504009,Campina Grande,25120670,EEEFM MAJOR VENEZIANO VITAL DO REGO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.5,4.8,5.1,,,
PB,2504009,Campina Grande,25121669,EMEF CASSIANO PASCOAL PEREIRA,Municipal,91.9,91,100,0.905255,0.912869,1,236.34,238.77,215.82,230.18,227.73,214.46,6.659449,6.661278,5.982028,6.0,6.1,6.0,5.7,5.9,6.2,0.2999999999999998,0.1999999999999993,-0.20000000000000018
PB,2504009,Campina Grande,25121677,EMEF MANOEL FRANCISCO DA MOTTA,Municipal,93.8,98.1,100,0.938688,0.981335,1,237.12,243.73,209.82,239.42,232.88,214.01,6.842334,6.84957,5.859342,6.4,6.7,5.9,5.6,5.9,6.1,0.8000000000000007,0.7999999999999998,-0.1999999999999993
PB,2504009,Campina Grande,25121685,EMEF ROBERTO SIMONSEN,Municipal,96.8,92.2,100,0.973211,0.930692,1,217.22,206.14,ND,210.94,188.48,ND,5.944745,5.324931,-,5.8,5.0,,4.4,4.7,5.0,1.3999999999999995,0.2999999999999998,
PB,2504009,Campina Grande,25122541,EMEF SEMENTE DE VIDA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,6.4,6.6,6.8,,,
PB,2504009,Campina Grande,25122576,EMEF PAULO FREIRE,Municipal,78.6,90,100,0.768589,0.887593,1,175.84,194.56,190.88,168.92,188.51,181.49,4.391051,5.104484,4.906619,3.4,4.5,4.9,4.0,4.3,4.6,-0.6000000000000001,0.20000000000000018,0.3000000000000007
PB,2504009,Campina Grande,25128531,ESCOLA MUNICIPAL PROFESSOR ERALDO CEZAR DE ARAUJO,Municipal,92,95.4,100,0.916242,0.957367,1,200.36,219.87,192.96,193.67,203.86,181.59,5.30899,5.866591,4.948132,4.9,5.6,4.9,,5.1,5.4,,0.5,-0.5
PB,2504009,Campina Grande,25131338,EMEF ESCRITORA LOURDES RAMALHO,Municipal,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,,,,,,,,,
PB,2504009,Campina Grande,25131370,EMEF ROMULO JOSE DE GOUVEIA,Municipal,-,-,100,-,-,1,-,-,196.11,-,-,189.93,-,-,5.159883,,,5.2,,,,,,
PB,2504009,Campina Grande,25148800,EMEF MARIA SALOME ALVES DOS SANTOS,Municipal,87.9,96.4,100,0.871535,0.960055,1,188.25,212.13,209.28,176.3,193.37,198.55,4.762065,5.528153,5.567946,4.2,5.3,5.6,5.6,5.9,6.2,-1.3999999999999995,-0.6000000000000005,-0.6000000000000005
PB,2504009,Campina Grande,25150200,EMEF ESTUDANTE LEONARDO VITORINO GUIMARAES,Municipal,100,100,100,1,1,1,230.17,226.13,189.43,217.26,208.39,192.6,6.306792,6.06842,5.080947,6.3,6.1,5.1,5.4,5.7,6.0,0.8999999999999995,0.39999999999999947,-0.9000000000000004
PB,2504009,Campina Grande,25251945,EEEFM ZULEIDE CAVALCANTE PORTO,Estadual,81.1,96,-,0.780516,0.947368,-,170.68,206.2,-,151.71,183.7,-,3.979668,5.239167,-,3.1,5.0,,4.0,4.3,4.6,-0.8999999999999999,0.7000000000000002,
PB,2504033,Capim,25087304,ECI EEM JOSE WILSON DE ALBUQUERQUE MELO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.9,4.2,4.5,,,
PB,2504033,Capim,25087312,EMEFM DEP JOAO FERNANDES DE LIMA,Municipal,76.9,86.9,100,0.752527,0.871623,1,172.2,184.57,168.53,160.3,173.46,156.91,4.164858,4.640199,4.033183,3.1,4.0,4.0,4.0,4.3,4.6,-0.8999999999999999,-0.2999999999999998,-0.5999999999999996
PB,2504033,Capim,25087347,ESC MUL JOAQUIM HERMINIO DOS SANTOS,Municipal,-,85.5,99.1,-,0.846889,0.988404,-,204.36,181.56,-,183.87,161.6,-,5.207144,4.36712,,4.4,4.3,4.2,4.5,4.8,,-0.09999999999999964,-0.5
PB,2504033,Capim,25116037,ESC MUL PROFA EUNICE ALVES DOS SANTOS,Municipal,58.7,-,-,0.587,-,-,193.04,-,-,168.73,-,-,4.71584,-,-,2.8,,,3.9,4.2,4.5,-1.1,,
PB,2504074,Caraúbas,25054570,EMEIEF JOAO JOSE DE ALCANTARA,Municipal,90.5,90.2,98.7,0.895043,0.909631,0.992162,216.29,194.81,181.86,207.97,179.88,168.71,5.872997,4.952346,4.502118,5.3,4.5,4.5,,5.5,5.8,,-1.0,-1.2999999999999998
PB,2504074,Caraúbas,25123823,ESCOLA ECOLOGICA ALICE JORGE DA SILVA,Municipal,93.5,87.1,91.6,0.938053,0.871606,0.910074,208.55,209.26,ND,193.28,185.11,ND,5.458196,5.323201,-,5.1,4.6,,5.2,5.4,5.7,-0.10000000000000053,-0.8000000000000007,
PB,2504108,Carrapateira,25009230,EMEF FRANCOA GALDINO MENDES,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.6,4.9,5.2,,,
PB,2504108,Carrapateira,25009370,EMEF GALDINO ANTONIO DA SILVA,Municipal,90.8,90.7,100,0.907999,0.909577,1,232.57,247.02,217.29,206.84,225.01,207.46,6.163139,6.769266,5.882808,5.6,6.2,5.9,5.3,5.6,5.8,0.2999999999999998,0.6000000000000005,0.10000000000000053
PB,2504157,Casserengue,25060619,EMEIF PEDRO SILVINO BEZERRA,Municipal,81.6,-,100,0.825516,-,1,183.34,-,175.91,168.53,-,167.93,4.52709,-,4.374387,3.7,,4.4,4.5,4.8,5.1,-0.7999999999999998,,-0.6999999999999993
PB,2504157,Casserengue,25060686,EMEIF JANUARIO FERREIRA DE SOUZA,Municipal,83.1,84.5,98.9,0.84362,0.854551,0.99469,180.4,ND,ND,180.92,ND,ND,4.696255,-,-,4.0,,,4.3,4.6,4.9,-0.2999999999999998,,
PB,2504157,Casserengue,25060872,EMEF FERNANDO MACENA DA SILVA,Municipal,88,89.9,97.8,0.881393,0.901423,0.980717,212.41,202.15,208.59,200.45,192.51,187.37,5.662224,5.322059,5.351505,5.0,4.8,5.2,4.5,4.8,5.1,0.5,0.0,0.10000000000000053
PB,2504207,Catingueira,25024175,EEEFM INACIO DA CATINGUEIRA,Estadual,87.9,-,-,0.91735,-,-,178.75,-,-,165.71,-,-,4.388221,-,-,4.0,,,4.6,4.9,5.1,-0.5999999999999996,,
PB,2504207,Catingueira,25024353,EMEF - MARIA CELESTE PIRES LEITE,Municipal,88.7,88.8,100,0.882887,0.890831,1,192.3,183.23,ND,184.9,169.73,ND,4.995718,4.546808,-,4.4,4.1,,4.4,4.7,5.0,0.0,-0.6000000000000005,
PB,2504306,Catolé do Rocha,25001760,CENTRO DE ENS FUND LUZIA MAIA,Municipal,83,83.2,96.2,0.836091,0.827926,0.960913,212.76,211.46,ND,203.62,198.78,ND,5.72654,5.613731,-,4.8,4.6,,4.9,5.2,5.5,-0.10000000000000053,-0.6000000000000005,
PB,2504306,Catolé do Rocha,25001906,ECI JOAO SUASSUNA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.4,5.7,6.0,,,
PB,2504306,Catolé do Rocha,25001914,EEEFM E EJA SERGINA LAURA DANTAS,Estadual,92.4,91.1,100,0.902128,0.899677,1,ND,231.33,214.63,ND,196.17,209.4,-,5.945475,5.867318,,5.3,5.9,5.1,5.4,5.6,,-0.10000000000000053,0.3000000000000007
PB,2504306,Catolé do Rocha,25001965,EMPG GUIOMAR SOARES,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.5,4.8,5.1,,,
PB,2504306,Catolé do Rocha,25002104,EMPG CELSO MARIZ,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.1,5.3,5.6,,,
PB,2504306,Catolé do Rocha,25002198,EMPG PROFESSORA CATARINA DE SOUSA MAIA,Municipal,74.9,76.5,100,0.75393,0.763386,1,193.5,203.77,ND,187.45,183.95,ND,5.064983,5.197339,-,3.8,4.0,,4.2,4.5,4.9,-0.40000000000000036,-0.5,
PB,2504306,Catolé do Rocha,25002279,EMPG ANTONIO GOMES,Municipal,78.1,80.9,96.9,0.780921,0.807797,0.969736,213.6,219.15,210.24,201.54,194.11,213.56,5.704752,5.675577,5.859176,4.5,4.6,5.7,4.3,4.6,4.9,0.20000000000000018,0.0,0.7999999999999998
PB,2504306,Catolé do Rocha,25002376,EEEF FABIO MARIZ MAIA,Estadual,93.1,-,100,0.940589,-,1,-,-,154.17,-,-,160.14,-,-,3.817865,,,3.8,,,,,,
PB,2504306,Catolé do Rocha,25002392,EMPG VARZEA DO TAPUIO,Municipal,-,81.4,100,-,0.842126,1,-,219.91,219.97,-,201.1,211.26,-,5.817172,6.003044,,4.9,6.0,,,5.2,,,0.7999999999999998
PB,2504355,Caturité,25052853,GRUPO ESCOLAR JOSE CABRAL DE SOUSA FILHO,Municipal,92.6,88.6,98.7,0.917741,0.874587,0.991094,195.39,212.81,189.92,185.18,217.31,191.54,5.059779,5.976403,5.071026,4.6,5.2,5.0,4.7,5.0,5.3,-0.10000000000000053,0.20000000000000018,-0.2999999999999998
PB,2504355,Caturité,25052934,GRUPO ESCOLAR JOAQUIM BARBOSA,Municipal,92.7,-,-,0.924255,-,-,183.83,-,-,179.24,-,-,4.731168,-,-,4.4,,,4.4,4.7,5.0,0.0,,
PB,2504355,Caturité,25106678,ESCOLA MUNICIPAL ENSINO FUNDAMENTAL ANTONIO TROVAO DE MELO,Municipal,93.1,87.3,97.3,0.940064,0.87218,0.975317,196.64,192.93,ND,188.22,189.21,ND,5.138906,5.086105,-,4.8,4.4,,4.7,5.0,5.3,0.09999999999999964,-0.5999999999999996,
PB,2504405,Conceição,25027980,EEEF BAIRRO SAO JOSE,Estadual,-,90.6,92.8,-,0.861462,0.9258,-,179.34,ND,-,175.79,ND,-,4.582754,-,,3.9,,3.6,3.9,4.2,,0.0,
PB,2504405,Conceição,25027999,EEEF CALULA LEITE,Estadual,98.8,92.5,100,0.989583,0.915201,1,ND,182.4,199.22,ND,167.64,194.26,-,4.492969,5.297961,,4.1,5.3,3.9,4.3,4.6,,-0.20000000000000018,0.7000000000000002
PB,2504405,Conceição,25028022,EEEF JOSE LEITE,Estadual,100,100,-,1,1,-,201.37,235.51,-,198,225.57,-,5.406992,6.559791,-,5.4,6.6,,4.7,5.0,5.3,0.7000000000000002,1.5999999999999996,
PB,2504405,Conceição,25028030,EEEIEF LEOMAR LEITE,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.0,4.3,4.6,,,
PB,2504405,Conceição,25028065,EEEF NOSSA SENHORA DE FATIMA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.0,5.2,5.5,,,
PB,2504405,Conceição,25028693,EMEF HOZANO MIGUEL DE SOUSA,Municipal,95.2,87.8,94,0.956054,0.875646,0.916844,166.04,185.33,167.68,148.48,183.27,149.97,3.832391,4.833067,3.89078,3.7,4.2,3.6,,3.9,4.2,,0.30000000000000027,-0.6000000000000001
PB,2504405,Conceição,25028910,EMEF PROFESSOR JOSE RAIMUNDO DE SOUSA NETO - PADRE ZE,Municipal,99.5,99.5,100,0.995935,0.995728,1,193.06,174.7,ND,189.87,163.8,ND,5.100586,4.276204,-,5.1,4.3,,3.9,4.2,4.5,1.1999999999999997,0.09999999999999964,
PB,2504405,Conceição,25114239,EMEF RAIMUNDA LEITE SOBRINHA,Municipal,99.3,96.5,100,0.99311,0.967455,1,202.92,192.82,196.07,198.35,181.37,185.89,5.442935,4.94146,5.085665,5.4,4.8,5.1,4.4,4.7,5.0,1.0,0.09999999999999964,0.09999999999999964
PB,2504405,Conceição,25117378,EMEF FRANCISCO DE OLIVEIRA BRAGA,Municipal,89.2,88.8,95.9,0.892557,0.886226,0.959572,225.07,235.54,191.13,201.86,211.9,182.49,5.929464,6.311818,4.929572,5.3,5.6,4.7,3.7,4.0,4.3,1.5999999999999996,1.5999999999999996,0.40000000000000036
PB,2504504,Condado,25013866,EEEF DR JOSE QUEIROGA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.6,4.9,5.2,,,
PB,2504504,Condado,25014170,ESC MUL SEBASTIAO ALVES DE LIMA,Municipal,85.5,87.5,99.8,0.861018,0.873803,0.997168,201.58,207.99,ND,187.44,186.34,ND,5.218999,5.321328,-,4.5,4.6,,3.8,4.1,4.5,0.7000000000000002,0.5,
PB,2504603,Conde,25091913,EMEF GOV PEDRO GONDIM,Municipal,-,-,97.2,-,-,0.973054,-,-,196.99,-,-,185.99,-,-,5.10504,,,5.0,4.4,4.7,5.0,,,0.0
PB,2504603,Conde,25092022,EMEIEF ANTONIO DE SOUSA SANTOS,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2504603,Conde,25092030,EMEIEF JOAO GOMES RIBEIRO,Municipal,83,93.4,99.5,0.823061,0.942297,0.993945,ND,204.56,190.58,ND,192.65,176.08,-,5.370597,4.80253,,5.1,4.8,4.2,4.5,4.8,,0.5999999999999996,0.0
PB,2504603,Conde,25092049,EMEIEF MANOEL PAULINO,Municipal,89.2,93,99.5,0.888784,0.934587,0.993852,ND,205.28,195.95,ND,191.85,182.42,-,5.369792,5.020284,,5.0,5.0,5.0,5.3,5.5,,-0.2999999999999998,-0.5
PB,2504603,Conde,25092057,EMEIEF DR ABELARDO ALVES DE AZEVEDO,Municipal,90.3,93.3,97.7,0.904659,0.933558,0.978681,178.47,203.76,177.9,167.4,203.51,155.55,4.413605,5.552784,4.187273,4.0,5.2,4.1,4.3,4.7,5.0,-0.2999999999999998,0.5,-0.9000000000000004
PB,2504603,Conde,25092065,EMEIEF OVIDIO TAVARES DE MORAIS,Municipal,84.5,97.3,97.6,0.84558,0.96902,0.970233,203.38,220.72,221.09,187.71,219.75,202.96,5.25826,6.171721,5.873509,4.4,6.0,5.7,5.1,5.4,5.7,-0.6999999999999993,0.5999999999999996,0.0
PB,2504603,Conde,25092073,EMEIEF JOAO CARNEIRO DA SILVA,Municipal,-,100,97.8,-,1,0.978442,-,227.58,187.85,-,209.09,181.32,-,6.108819,4.845704,,6.1,4.7,,,6.3,,,-1.5999999999999996
PB,2504603,Conde,25092120,EMEIEF PROFESSORA NOEMIA ALVES DE SOUZA,Municipal,76.1,94.7,-,0.750887,0.947487,-,ND,205.98,-,ND,193.03,-,-,5.404605,-,,5.1,,4.5,4.8,5.1,,0.2999999999999998,
PB,2504603,Conde,25092146,EMEIEF JOSE ALBINO PIMENTEL,Municipal,93.6,99.4,100,0.939137,0.994062,1,191.48,227.41,192.36,174.48,219.78,194.32,4.790615,6.299938,5.168136,4.5,6.3,5.2,5.3,5.6,5.9,-0.7999999999999998,0.7000000000000002,-0.7000000000000002
PB,2504603,Conde,25092154,EMEIEF MARINO ELEOTERIO DO NASCIMENTO PRF MARIO,Municipal,88.2,98.6,100,0.895628,0.980371,1,178.58,231.89,202.68,157.37,218.87,215.88,4.233341,6.368889,5.757083,3.8,6.2,5.8,,4.1,4.4,,2.1000000000000005,1.3999999999999995
PB,2504603,Conde,25092189,EMEIEF MARIA EUNICE DO EGITO SOUZA,Municipal,-,100,96.1,-,1,0.959032,-,228.38,212.43,-,224.67,213.19,-,6.407359,5.894242,,6.4,5.7,,,6.6,,,-0.8999999999999995
PB,2504603,Conde,25092235,EMEIEF EJA DEPUTADO JOSE MARIZ,Municipal,85.7,96.8,100,0.858849,0.968803,1,187.09,225.37,199.95,174.47,199.33,192.21,4.706654,5.889189,5.27462,4.0,5.7,5.3,4.4,4.7,5.0,-0.40000000000000036,1.0,0.2999999999999998
PB,2504603,Conde,25106007,EMEIEF REGINALDO CLAUDINO DE SALES,Municipal,86.9,98,100,0.85757,0.981364,1,193.4,214.63,189.77,179.98,204.25,175.95,4.927256,5.773681,4.784709,4.2,5.7,4.8,4.3,4.6,4.9,-0.09999999999999964,1.1000000000000005,-0.10000000000000053
PB,2504603,Conde,25115618,ECIT ILZA DE ALMEIDA RIBEIRO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.8,4.2,4.5,,,
PB,2504603,Conde,25126695,EMEIEF GENI RUFINO DOS SANTOS,Municipal,86.2,94.8,99.1,0.856568,0.953014,0.991736,163.8,222.21,183.56,162.46,206.29,168.57,4.043825,5.955429,4.532015,3.5,5.7,4.5,,3.7,4.0,,2.0,0.5
PB,2504702,Congo,25044788,EEEFM MANOEL ALVES CAMPOS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.7,5.0,5.3,,,
PB,2504702,Congo,25044818,EMEIEF DE CONGO,Municipal,96.6,100,100,0.970965,1,1,210.95,212.44,193.14,194.71,201.58,183.42,5.529998,5.683342,4.98484,5.4,5.7,5.0,5.2,5.4,5.7,0.20000000000000018,0.2999999999999998,-0.7000000000000002
PB,2504801,Coremas,25024523,EEEF MINISTRO CARLOS LUIZ DE ARAUJO,Estadual,88.4,69,92.3,0.871145,0.69,0.923,ND,183.12,ND,ND,176.33,ND,-,4.664709,-,,3.2,,4.1,4.4,4.7,,-1.2000000000000002,
PB,2504801,Coremas,25024540,EEEEF CONEGO BERNARDO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.5,4.8,5.1,,,
PB,2504801,Coremas,25025201,EMEIF FLORIDO NITAO DINIZ,Municipal,91.1,94.6,100,0.913365,0.947589,1,172.83,188.39,190.57,155.74,190.18,199.95,4.093972,5.0171,5.236339,3.7,4.8,5.2,4.8,5.1,5.4,-1.0999999999999996,-0.2999999999999998,-0.20000000000000018
PB,2504801,Coremas,25025317,EMEIF ANTONIA MARIA DA CONCEICAO,Municipal,87.6,83,98.4,0.860045,0.83076,0.986509,193.38,174.62,176.73,195.27,161.81,156.63,5.204874,4.238495,4.184581,4.5,3.5,4.1,4.1,4.4,4.7,0.40000000000000036,-0.9000000000000004,-0.6000000000000005
PB,2504801,Coremas,25111132,EMEIF SITIO LOGRADOURO,Municipal,91,89.6,100,0.906158,0.90204,1,ND,190.37,169.98,ND,171.34,153.15,-,4.712341,3.992491,,4.3,4.0,,,4.5,,,-0.5
PB,2504801,Coremas,25122622,EMEIF MENINO JESUS,Municipal,91.3,86.8,99.1,0.910617,0.864832,0.991902,191.92,188.44,192.75,193.71,170.47,173.76,5.148648,4.65969,4.801761,4.7,4.0,4.8,3.9,4.2,4.5,0.8000000000000003,-0.20000000000000018,0.2999999999999998
PB,2504850,Coxixola,25262920,ESCOLA MUNICIPAL MARIA DO NASCIMENTO NEVES,Municipal,98.4,100,100,0.990664,1,1,265.44,257.62,242.76,232.41,222.96,217.85,7.255338,6.934283,6.557786,7.2,6.9,6.6,,7.4,7.5,,-0.5,-0.9000000000000004
PB,2504900,Cruz do Espírito Santo,25088521,EEEF FAZ COBE,Estadual,-,82.4,100,-,0.836746,1,-,ND,ND,-,ND,ND,-,-,-,,,,4.0,4.3,4.6,,,
PB,2504900,Cruz do Espírito Santo,25088572,EEEFM FLAVIO RIBEIRO COUTINHO,Estadual,100,-,-,1,-,-,195.6,-,-,186.13,-,-,5.081059,-,-,5.1,,,4.6,4.9,5.2,0.5,,
PB,2504900,Cruz do Espírito Santo,25088602,EEEFM CAMPO DE SEMENTES E MUDAS,Estadual,96.7,96.9,100,0.978261,0.97755,1,177.47,207.44,ND,160.29,197.19,ND,4.265248,5.508104,-,4.2,5.4,,4.0,4.3,4.6,0.20000000000000018,1.1000000000000005,
PB,2504900,Cruz do Espírito Santo,25088637,EMEF ANTONIO VIRGINO CABRAL,Municipal,73.5,62.3,78.7,0.77119,0.609617,0.786813,ND,ND,ND,ND,ND,ND,-,-,-,,,,4.0,4.3,4.6,,,
PB,2504900,Cruz do Espírito Santo,25088645,EMEIEF EDSON CUNHA,Municipal,-,87.8,-,-,0.882571,-,-,212.72,-,-,193.55,-,-,5.542686,-,,4.9,,,,5.2,,,
PB,2504900,Cruz do Espírito Santo,25088653,EMEIEF DE SAO GONCALO,Municipal,85,-,-,0.829342,-,-,226.17,-,-,204.91,-,-,6.00591,-,-,5.0,,,,5.2,5.5,,,
PB,2504900,Cruz do Espírito Santo,25088661,EMEIEF DOMINGOS BATISTA GUEDES,Municipal,97.3,-,-,0.975637,-,-,173.35,-,-,167.5,-,-,4.317713,-,-,4.2,,,,4.5,4.8,,,
PB,2504900,Cruz do Espírito Santo,25088718,EMEIEF FLAVIANO RIBEIRO COUTINHO,Municipal,90.5,77.3,93.2,0.895212,0.752381,0.930208,179.83,ND,168.53,149,ND,157.43,4.105014,-,4.042638,3.7,,3.8,,4.0,4.2,,,-0.40000000000000036
PB,2504900,Cruz do Espírito Santo,25088734,EMEIEF JOSE DA CUNHA,Municipal,90.5,89.4,-,0.902861,0.896806,-,194.54,196.92,-,158.72,186.44,-,4.562466,5.111886,-,4.1,4.6,,4.4,4.7,5.0,-0.3000000000000007,-0.10000000000000053,
PB,2504900,Cruz do Espírito Santo,25088742,EMEIEF RAFAEL FERNANDES DE CARVALHO,Municipal,-,92.2,96.8,-,0.901533,0.957947,-,166.67,181.31,-,175.79,171.88,-,4.34096,4.549258,,3.9,4.4,3.8,4.1,4.4,,-0.19999999999999973,0.0
PB,2504900,Cruz do Espírito Santo,25088750,EMEIEF RENATO RIBEIRO COUTINHO,Municipal,73.3,85.6,81,0.694469,0.841343,0.80685,ND,ND,ND,ND,ND,ND,-,-,-,,,,4.2,4.5,4.8,,,
PB,2504900,Cruz do Espírito Santo,25106015,EMEIEF JOSE SILVINO,Municipal,-,86.2,94.7,-,0.854917,0.957397,-,195.24,182.47,-,171.16,164.11,-,4.802007,4.430123,,4.1,4.2,,,4.4,,,-0.20000000000000018
PB,2504900,Cruz do Espírito Santo,25114298,EMEIEF SANTA HELENA III,Municipal,-,89.5,100,-,0.918569,1,-,163.27,159.02,-,149.06,132.94,-,3.790074,3.415876,,3.5,3.4,,,3.8,,,-0.3999999999999999
PB,2504900,Cruz do Espírito Santo,25114760,EMEIEF MARIA JOSE FRANCISCA,Municipal,-,84.7,98.9,-,0.828973,0.988275,-,155.56,150.33,-,152.97,139.49,-,3.714028,3.369128,,3.1,3.3,,,3.4,,,-0.10000000000000009
PB,2504900,Cruz do Espírito Santo,25123084,EMEIEF JURACI BATISTA DE JESUS,Municipal,85.7,87.5,95,0.846384,0.889874,0.970982,167.96,160.18,167.28,158.17,133.22,159.13,4.045214,3.443105,4.049692,3.4,3.1,3.9,3.9,4.2,4.6,-0.5,-1.1,-0.6999999999999997
PB,2505006,Cubati,25040839,EEEF TEREZINHA MARTINS DANTAS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.6,5.9,6.1,,,
PB,2505006,Cubati,25040855,EMEF ELISA COSTA,Municipal,88.5,98.9,100,0.87923,0.990017,1,194.59,202.67,190.72,176.53,192.94,177.74,4.887239,5.339801,4.835384,4.3,5.3,4.8,4.0,4.3,4.6,0.2999999999999998,1.0,0.20000000000000018
PB,2505006,Cubati,25040871,EMEF FRANCISCO CLEMENTINO DE SOUTO,Municipal,85.7,98.1,100,0.867257,0.982219,1,185.6,201.07,220.27,175.35,186.33,203.24,4.694219,5.189085,5.862951,4.1,5.1,5.9,5.1,5.4,5.7,-1.0,-0.3000000000000007,0.20000000000000018
PB,2505006,Cubati,25041126,EMEF ZOZIMO PEREIRA,Municipal,57.9,-,-,0.579,-,-,168.01,-,-,150.13,-,-,3.899987,-,-,2.3,,,4.1,4.4,4.7,-1.7999999999999998,,
PB,2505006,Cubati,25112929,EMEF JUSTINIANA RIBEIRO,Municipal,76.4,95.7,100,0.836852,0.957,1,200.85,213.81,220.02,192.07,205.21,206.02,5.28925,5.775487,5.908726,4.4,5.5,5.9,5.0,5.2,5.5,-0.5999999999999996,0.2999999999999998,0.40000000000000036
PB,2505006,Cubati,25120999,EMEF PADRE SIMAO FILETO,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.6,4.9,5.2,,,
PB,2505105,Cuité,25055844,EEEF MARIA DAS NEVES LIRA DE CARVALHO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.5,4.8,5.1,,,
PB,2505105,Cuité,25055852,EEEF ANDRE VIDAL DE NEGREIROS,Estadual,98.1,94.7,100,0.986731,0.959424,1,211.56,213.02,195.36,199.45,196.2,192.74,5.627821,5.596593,5.196661,5.6,5.4,5.2,5.7,6.0,6.2,-0.10000000000000053,-0.5999999999999996,-1.0
PB,2505105,Cuité,25055968,EMEF MANOEL SOARES DE MARIA,Municipal,-,98.3,100,-,0.981686,1,-,192.75,182.05,-,193.99,186.1,-,5.169579,4.821926,,5.1,4.8,,,5.3,,,-0.5
PB,2505105,Cuité,25056093,EMEF BENEDITO VENANCIO DOS SANTOS,Municipal,99.5,100,100,0.995314,1,1,227.22,238.22,229.36,216.02,226.5,223.26,6.227949,6.628418,6.400425,6.2,6.6,6.4,3.6,3.9,4.2,2.6,2.6999999999999997,2.2
