<<<<<<< HEAD
SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,VL_APROVACAO_2017_SI_4,VL_APROVACAO_2019_SI_4,VL_APROVACAO_2021_SI_4,VL_INDICADOR_REND_2017,VL_INDICADOR_REND_2019,VL_INDICADOR_REND_2021,VL_NOTA_MATEMATICA_2017,VL_NOTA_MATEMATICA_2019,VL_NOTA_MATEMATICA_2021,VL_NOTA_PORTUGUES_2017,VL_NOTA_PORTUGUES_2019,VL_NOTA_PORTUGUES_2021,VL_NOTA_MEDIA_2017,VL_NOTA_MEDIA_2019,VL_NOTA_MEDIA_2021,VL_OBSERVADO_2017,VL_OBSERVADO_2019,VL_OBSERVADO_2021,VL_PROJECAO_2017,VL_PROJECAO_2019,VL_PROJECAO_2021,RESULTADO_2017,RESULTADO_2019,RESULTADO_2021
PB,2508901.0,Mamanguape,25087614.0,ESCOLA MUNICIPAL DE EF CLEA MARIA BEZERRA BARBOSA,Municipal,78.4,75.3,93.5,0.790555,0.769064,0.939322,236.44,262.76,242.08,230.27,266.11,261.11,4.445167,5.481167,5.053167,3.5,4.2,4.7,3.3,3.5,3.8,0.20000000000000018,0.7000000000000002,0.9000000000000004
PB,2508901.0,Mamanguape,25087657.0,EEEF ANTONIO PINTO BARBALHO,Estadual,74.4,81.6,97,0.73034,0.800359,0.969628,224.98,225.06,ND,235.35,248.94,ND,4.338833,4.566667,-,3.2,3.7,,4.2,4.5,4.8,-1.0,-0.7999999999999998,
PB,2508901.0,Mamanguape,25087665.0,EEEF DR JOSE A DA TRINDADE,Estadual,55.3,61.7,97.5,0.567791,0.628655,0.96705,ND,235.88,ND,ND,240.2,ND,-,4.601333,-,,2.9,,,,3.2,,,
PB,2508901.0,Mamanguape,25103237.0,EMEF DR ADAILTON COELHO DA COSTA,Municipal,-,-,98.5,-,-,0.988584,-,-,210.7,-,-,231.87,-,-,4.042833,,,4.0,,,,,,
PB,2508901.0,Mamanguape,25105620.0,ESCOLA MUNICIPAL DE EF MANOEL FERNANDES DE LIMA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.6,3.9,4.2,,,
PB,2508901.0,Mamanguape,25113585.0,ESCOLA MUNICIPAL DE EF CEL JOSE CASTOR DO REGO,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.4,3.6,3.9,,,
PB,2508901.0,Mamanguape,25116800.0,EMEF MARIA LUCIA,Municipal,52.2,-,87.8,0.527642,-,0.870348,215.28,-,235.72,212.73,-,242.73,3.800167,-,4.640833,2.0,,4.0,,2.7,2.9,,,1.1
PB,2508901.0,Mamanguape,25119192.0,EMEF MIGUEL TOMAZ SOARES,Municipal,71,-,-,0.805698,-,-,237.35,-,-,251.08,-,-,4.807167,-,-,3.9,,,,4.1,4.4,,,
PB,2508901.0,Mamanguape,25122533.0,ECI EEFM DOUTOR GUSTAVO FERNANDES DE LIMA SOBRINHO,Estadual,81.3,50.4,96.6,0.856616,0.528747,0.971729,211.56,ND,223.39,208.55,ND,220.68,3.6685,-,4.067833,3.1,,4.0,2.9,3.1,3.4,0.20000000000000018,,0.6000000000000001
PB,2509008.0,Manaíra,25035436.0,EEEFM PROFESSOR CICERO RABELO NOGUEIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.7,4.0,4.3,,,
PB,2509008.0,Manaíra,25035444.0,EEEF PROFESSORA ANTONIA DINIZ MAIA,Estadual,-,-,93.6,-,-,0.918269,-,-,241.13,-,-,243.47,-,-,4.743333,,,4.4,3.7,4.0,4.3,,,0.10000000000000053
PB,2509008.0,Manaíra,25035452.0,EEEF SEBASTIANA DINO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.2,4.5,4.7,,,
PB,2509008.0,Manaíra,25035754.0,EMEF SEBASTIANA DINO,Municipal,92,84.9,100,0.92369,0.805492,1,232.66,210.39,252.13,232.54,233.1,249.98,4.42,4.058167,5.035167,4.1,3.3,5.0,5.3,5.5,5.8,-1.2000000000000002,-2.2,-0.7999999999999998
PB,2509008.0,Manaíra,25035967.0,EMEF PROFESSOR CICERO RABELO NOGUEIRA,Municipal,73.3,71.9,98.4,0.749941,0.733852,0.985962,ND,254.1,243.04,ND,252.87,243.78,-,5.116167,4.780333,,3.8,4.7,4.0,4.3,4.5,,-0.5,0.20000000000000018
PB,2509008.0,Manaíra,25036017.0,ECI EEFM MONSENHOR SEBASTIAO RABELO,Estadual,67.4,75.6,-,0.678563,0.745679,-,226.81,265.69,-,220.64,249.08,-,4.124167,5.246167,-,2.8,3.9,,,3.0,3.3,,0.8999999999999999,
PB,2509057.0,Marcação,25088068.0,ESCOLA CIDADA INTEGRAL INDIO ANTONIO SINESIO DA SILVA,Estadual,-,-,97.4,-,-,0.970811,-,-,ND,-,-,ND,-,-,-,,,,,,,,,
PB,2509057.0,Marcação,25088483.0,EMEF PROFª EMILIA GOMES DA SILVA,Municipal,71.8,76.8,86.4,0.712286,0.766805,0.872294,ND,224.06,ND,ND,223.47,ND,-,4.1255,-,,3.2,,3.7,4.0,4.2,,-0.7999999999999998,
PB,2509057.0,Marcação,25120760.0,EEIEFM CACIQUE INIGUACU,Estadual,55.6,75.7,89.7,0.546034,0.7581,0.898986,ND,231.34,ND,ND,227.84,ND,-,4.319667,-,,3.3,,3.0,3.2,3.5,,0.09999999999999964,
PB,2509057.0,Marcação,25128809.0,EEIEF INDIO PEDRO MAXIMO DE LIMA,Estadual,-,84.1,96.1,-,0.635526,0.966192,-,225.87,209.51,-,221.86,213.63,-,4.128833,3.719,,2.6,3.6,,,2.9,,,0.7000000000000002
PB,2509107.0,Mari,25088939.0,EMEIEF PROFESSORA MARIA DAS NEVES DE PAULA ARRUDA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.0,5.3,5.5,,,
PB,2509107.0,Mari,25088971.0,EEEF LUIZ MARIA DE FRANCA,Estadual,83.1,79.9,99.9,0.828578,0.791019,0.998493,238.39,238.09,ND,234.21,231.96,ND,4.543333,4.500833,-,3.8,3.6,,4.8,5.0,5.3,-1.0,-1.4,
PB,2509107.0,Mari,25089013.0,ECIT JOSE PAULO DE FRANCA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.8,4.1,4.4,,,
PB,2509107.0,Mari,25089072.0,EMEF PREFEITO EPITACIO DANTAS,Municipal,68.4,69,79.4,0.688457,0.707856,0.797461,ND,ND,ND,ND,ND,ND,-,-,-,,,,3.7,3.9,4.2,,,
PB,2509107.0,Mari,25114972.0,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL TIRADENTES,Municipal,81,77.8,95.4,0.829174,0.783682,0.955611,234.78,230.83,240.87,211.64,223.09,237.07,4.107,4.232,4.632333,3.4,3.3,4.4,,3.7,3.9,,-0.40000000000000036,0.5000000000000004
PB,2509107.0,Mari,25131478.0,EMEF EDMILSOM BALTAZAR DE MENDONCA,Municipal,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,,,,,,,,,
PB,2509107.0,Mari,25265920.0,EMEF PROFESSOR JOSE HONORIO FILHO,Municipal,71.6,79,-,0.733637,0.794817,-,245.96,252.94,-,235.99,226.64,-,4.699167,4.659667,-,3.4,3.7,,4.4,4.6,4.9,-1.0000000000000004,-0.8999999999999995,
PB,2509156.0,Marizópolis,25019538.0,ECIT ESTADUAL DOUTOR SILVA MARIZ,Estadual,-,100,-,-,1,-,-,252.06,-,-,252.7,-,-,5.079333,-,,5.1,,3.9,4.2,4.5,,0.8999999999999995,
PB,2509156.0,Marizópolis,25019554.0,ESC MUL PE JULIA MARIA DE CARVALHO SILVA,Municipal,87.1,69.4,100,0.895118,0.653069,1,249.74,236.89,237.37,250.46,246.34,240.8,5.003333,4.7205,4.636167,4.5,3.1,4.6,,4.7,5.0,,-1.6,-0.40000000000000036
PB,2509156.0,Marizópolis,25019562.0,INST JOAQUINA DE PAIVA GADELHA,Municipal,83.7,77.2,100,0.814426,0.770036,1,236.22,245.85,254.28,235.96,252.74,260.54,4.536333,4.9765,5.247,3.7,3.8,5.2,4.6,4.8,5.1,-0.8999999999999995,-1.0,0.10000000000000053
PB,2509156.0,Marizópolis,25125133.0,EMEIF VEREADOR JOAO GONCALVES DE SOUSA,Municipal,-,76.1,100,-,0.699867,1,-,234.51,225.7,-,247.93,237.75,-,4.707333,4.390833,,3.3,4.4,,,3.5,,,0.9000000000000004
PB,2509206.0,Massaranduba,25078135.0,ECI EEFM MARIA ZECA SOUZA,Estadual,76.2,65.1,100,0.681091,0.645469,1,203.98,240.46,ND,193.32,236.99,ND,3.288333,4.624167,-,2.2,3.0,,3.9,4.2,4.4,-1.6999999999999997,-1.2000000000000002,
PB,2509206.0,Massaranduba,25078143.0,EEEFM EVERALDO AGRA,Estadual,75.2,76.8,100,0.715301,0.734161,1,211.21,230.17,228.78,192.49,225.15,226.58,3.395,4.255333,4.256,2.4,3.1,4.3,3.7,4.0,4.2,-1.3000000000000003,-0.8999999999999999,0.09999999999999964
PB,2509206.0,Massaranduba,25078178.0,EMEIEF ANA DA SILVA MEIRA,Municipal,62.4,85.7,-,0.638997,0.87725,-,202.67,225.55,-,210.25,194.9,-,3.548667,3.674167,-,2.3,3.2,,2.8,3.1,3.3,-0.5,0.10000000000000009,
PB,2509206.0,Massaranduba,25078348.0,EMEF SUZETE DIAS CORREIA,Municipal,83.7,83.1,99,0.837067,0.821183,0.990942,220.42,246.58,221.88,218.61,233.59,214.57,3.983833,4.6695,3.940833,3.3,3.8,3.9,3.9,4.2,4.5,-0.6000000000000001,-0.40000000000000036,-0.6000000000000001
PB,2509305.0,Mataraca,25087711.0,EMEFM CONEGO JOSE VITAL RIBEIRO BESSA,Municipal,58.7,65.5,100,0.589487,0.65372,1,ND,247.33,248.07,ND,252.32,254.52,-,4.994167,5.043167,,3.3,5.0,3.8,4.1,4.3,,-0.7999999999999998,0.7000000000000002
PB,2509305.0,Mataraca,25087738.0,ECI PEDRO POTI,Estadual,-,84.6,100,-,0.836941,1,-,240.27,ND,-,248.3,ND,-,4.8095,-,,4.0,,,,4.3,,,
PB,2509339.0,Matinhas,25063359.0,EEEFM DESEMBARGADOR ARTHUR VIRGINIO DE MOURA,Estadual,72.9,87,98.5,0.726068,0.841688,0.98593,226.14,225.39,217.53,232.37,235.98,216.2,4.3085,4.356167,3.8955,3.1,3.7,3.8,4.1,4.4,4.7,-0.9999999999999996,-0.7000000000000002,-0.9000000000000004
PB,2509339.0,Matinhas,25063405.0,ECIT POETA MARIO VIEIRA DA SILVA,Estadual,57.8,87.5,100,0.590052,0.885846,1,ND,237.4,262.12,ND,235.25,249.8,-,4.544167,5.198667,,4.0,5.2,4.6,4.9,5.1,,-0.9000000000000004,0.10000000000000053
PB,2509339.0,Matinhas,25146408.0,EMEIF ASCENDINO MOURA,Municipal,73.6,79.2,98,0.730147,0.786397,0.976973,ND,225.18,ND,ND,217.01,ND,-,4.0365,-,,3.2,,,,3.4,,,
PB,2509370.0,Mato Grosso,25002457.0,ECIEEM JOSE SERAFIM DE LIMA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.8,4.0,4.3,,,
PB,2509370.0,Mato Grosso,25109537.0,ESC MUL MARIA DE LOURDES DE LIMA,Municipal,91.7,89.4,92.2,0.913148,0.882513,0.918278,231.82,250.64,269.08,228.66,240.31,265.13,4.341333,4.849167,5.570167,4.0,4.3,5.1,4.0,4.3,4.5,0.0,0.0,0.5999999999999996
PB,2509396.0,Maturéia,25038060.0,EMEF MARIA TAMARA SOUZA DO NASCIMENTO,Municipal,78,86.5,94.7,0.776647,0.864943,0.947222,233.28,259.18,245.89,237.2,243.72,242.02,4.508,5.048333,4.7985,3.5,4.4,4.5,3.8,4.1,4.4,-0.2999999999999998,0.3000000000000007,0.09999999999999964
PB,2509404.0,Mogeiro,25082493.0,ECIT OTAVIA SILVEIRA,Estadual,68.7,73.4,100,0.674811,0.716854,1,ND,230.48,ND,ND,227.2,ND,-,4.294667,-,,3.1,,3.1,3.4,3.7,,-0.2999999999999998,
PB,2509404.0,Mogeiro,25082736.0,EMEIEF JOAO VICENTE DE BRITO,Municipal,87.8,85.9,98.6,0.882941,0.866141,0.988357,228.29,234.79,209.72,247.35,246.65,226.33,4.594,4.690667,3.934167,4.1,4.1,3.9,4.3,4.5,4.8,-0.20000000000000018,-0.40000000000000036,-0.8999999999999999
PB,2509404.0,Mogeiro,25116460.0,EEEF JOAO HYBERNON DA SILVA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.0,4.2,4.5,,,
PB,2509404.0,Mogeiro,25123335.0,EMEF IRACI RODRIGUES DE FARIAS MELO,Municipal,80.1,82.5,92.1,0.792934,0.829324,0.921929,222.01,239.55,ND,215.08,240.97,ND,3.9515,4.675333,-,3.1,3.9,,4.5,4.8,5.0,-1.4,-0.8999999999999999,
PB,2509503.0,Montadas,25062077.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ERASMO DE ARAUJO SOUZA,Municipal,73.6,76.5,97.6,0.73749,0.765858,0.975737,255.82,258.61,255.52,264.84,259.16,263.98,5.344333,5.296167,5.325,3.9,4.1,5.2,4.7,5.0,5.3,-0.8000000000000003,-0.9000000000000004,-0.09999999999999964
PB,2509602.0,Monte Horebe,25009559.0,EEEFM BONIFACIO SARAIVA DE MOURA,Estadual,66.7,65.5,-,0.634608,0.614004,-,237.97,251.21,-,242.63,250.89,-,4.676667,5.035,-,3.0,3.1,,4.6,4.8,5.1,-1.5999999999999996,-1.6999999999999997,
PB,2509602.0,Monte Horebe,25009664.0,EMEIF JOAQUIM BARBOSA DOS SANTOS,Municipal,-,-,100,-,-,1,-,-,242.19,-,-,243.12,-,-,4.755167,,,4.8,,,,,,
PB,2509602.0,Monte Horebe,25104039.0,EMEIF JOSE DIAS GUARITA,Municipal,72.5,84.1,99.6,0.730762,0.846645,0.995951,ND,256.31,217.1,ND,264.73,218.94,-,5.350667,3.934,,4.5,3.9,4.2,4.5,4.8,,0.0,-0.8999999999999999
PB,2509701.0,Monteiro,25045342.0,ESCOLA MUNICIPAL TIRADENTES,Municipal,91.9,99.1,100,0.920493,0.991681,1,261.96,276.59,263.35,263.32,277.3,265.5,5.421333,5.898167,5.480833,5.0,5.8,5.5,4.6,4.9,5.1,0.40000000000000036,0.8999999999999995,0.40000000000000036
PB,2509701.0,Monteiro,25045377.0,ECIT JOSE LEITE DE SOUSA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.3,4.5,4.8,,,
PB,2509701.0,Monteiro,25045490.0,EEEF SANTA FILOMENA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.6,3.9,4.1,,,
PB,2509701.0,Monteiro,25045555.0,EEEF MIGUEL SANTA CRUZ,Estadual,93.1,75.6,92.2,0.934477,0.746303,0.931409,230.09,ND,ND,231.55,ND,ND,4.360667,-,-,4.1,,,,4.3,4.6,,,
PB,2509701.0,Monteiro,25046080.0,EMEF II BENTO TENORIO DE SOUSA,Municipal,95.8,99.2,100,0.954368,0.991278,1,221.16,241.07,236.02,225.52,239.53,228.74,4.111333,4.676667,4.412667,3.9,4.6,4.4,4.3,4.6,4.9,-0.3999999999999999,0.0,-0.5
PB,2509701.0,Monteiro,25046349.0,EMEIEF TOBIAS REMIGIO GOMES,Municipal,96.2,100,100,0.96288,1,1,ND,267.21,258.14,ND,259.54,257.36,-,5.445833,5.258333,,5.4,5.3,,,5.7,,,-0.40000000000000036
PB,2509701.0,Monteiro,25102168.0,EMEIEF LAURA LOPES FRAZAO,Municipal,92.8,94.7,100,0.933186,0.943766,1,239.6,238.8,233.99,245.68,260.2,243.4,4.754667,4.983333,4.623167,4.4,4.7,4.6,4.0,4.2,4.5,0.40000000000000036,0.5,0.09999999999999964
PB,2509701.0,Monteiro,25115359.0,EEEFM JOAO DE OLIVEIRA CHAVES,Estadual,63.2,-,-,0.632,-,-,ND,-,-,ND,-,-,-,-,-,,,,5.0,5.3,5.5,,,
PB,2509701.0,Monteiro,25122118.0,EMEF PROFª ADALICE REMIGIO GOMES,Municipal,90.7,97.8,100,0.905333,0.976673,1,234.44,250.31,216.14,233.88,249.95,227.57,4.472,5.004333,4.061833,4.0,4.9,4.1,4.0,4.3,4.5,0.0,0.6000000000000005,-0.40000000000000036
PB,2509701.0,Monteiro,25122142.0,EMEF II PROFª MARIA DO SOCORRO ARAGAO LIBERAL,Municipal,92.5,97.4,99.8,0.923613,0.97318,0.998241,ND,260.12,243.13,ND,254.05,242.06,-,5.236167,4.753167,,5.1,4.7,4.4,4.7,5.0,,0.39999999999999947,-0.2999999999999998
PB,2509701.0,Monteiro,25129244.0,EMEF PROFESSORA MARIA LAURICEIA FREITAS,Municipal,95.5,99,100,0.95128,0.990954,1,249.46,260.3,240.21,247.95,257.51,242.77,4.956833,5.296833,4.716333,4.7,5.2,4.7,,5.0,5.2,,0.20000000000000018,-0.5
PB,2509701.0,Monteiro,25133969.0,EMEF LAURA ALVES DE SOUSA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
PB,2509800.0,Mulungu,25069640.0,COL MUL LUIS GALDINO SALES,Municipal,92.8,88.4,100,0.933211,0.871356,1,217.08,212.53,ND,234.04,216.19,ND,4.185333,3.812,-,3.9,3.3,,3.5,3.8,4.1,0.3999999999999999,-0.5,
PB,2509800.0,Mulungu,25069659.0,ESC DE 1 GRAU MANOEL G DE SOUZA,Municipal,67.8,-,100,0.650906,-,1,221.51,-,242.45,231.48,-,245.61,4.2165,-,4.801,2.7,,4.8,,3.0,3.2,,,1.5999999999999996
PB,2509800.0,Mulungu,25069675.0,ECI EEFM MAJOR ANTONIO DE AQUINO,Estadual,82.7,82,94.7,0.816087,0.812297,0.947,ND,ND,ND,ND,ND,ND,-,-,-,,,,4.1,4.4,4.7,,,
PB,2509800.0,Mulungu,25069683.0,EEEF JARDILINA CRUZ PEREIRA,Estadual,-,94.6,98.9,-,0.93819,0.988892,-,ND,198.85,-,ND,205.91,-,-,3.412667,,,3.4,,,,,,
PB,2509800.0,Mulungu,25069721.0,EEEF D AMARO BELTRAO,Estadual,85.6,86,99.4,0.875707,0.863521,0.984567,229.55,247.62,ND,258.65,269.93,ND,4.803333,5.2925,-,4.2,4.6,,,4.5,4.7,,0.09999999999999964,
PB,2509909.0,Natuba,25084526.0,ECIT FRANCISCO DE ALBUQUERQUE MONTENEGRO,Estadual,83.2,94.6,-,0.832102,0.947442,-,210.85,243.83,-,220.39,231.38,-,3.854,4.586833,-,3.2,4.3,,5.2,5.5,5.7,-2.0,-1.2000000000000002,
PB,2509909.0,Natuba,25084542.0,EEEF DR CARLOS PESSOA,Estadual,-,-,100,-,-,1,-,-,ND,-,-,ND,-,-,-,,,,,,,,,
PB,2509909.0,Natuba,25114417.0,EMEF AVANI TERESINHA DOS SANTOS,Municipal,84.1,89.6,100,0.843384,0.892401,1,216.38,231.13,224.52,212.33,236.67,220.61,3.811833,4.463333,4.0855,3.2,4.0,4.1,4.1,4.4,4.7,-0.8999999999999995,-0.40000000000000036,-0.6000000000000005
PB,2509909.0,Natuba,25121235.0,EMEIF SALVADOR RAMOS DA SILVA,Municipal,75.4,71.4,98.3,0.761121,0.706009,0.980112,187.92,ND,217.64,196.13,ND,219.7,3.0675,-,3.955667,2.3,,3.9,3.8,4.1,4.4,-1.5,,-0.5000000000000004
PB,2510006.0,Nazarezinho,25014951.0,ECIEEM FRANCISCO AUGUSTO CAMPOS,Estadual,75.5,-,-,0.754598,-,-,222.22,-,-,226.74,-,-,4.149333,-,-,3.1,,,4.7,4.9,5.2,-1.6,,
PB,2510006.0,Nazarezinho,25014960.0,EEEF MANOEL MENDES,Estadual,-,92.9,-,-,0.926321,-,-,258.49,-,-,250.52,-,-,5.150167,-,,4.8,,,,5.0,,,
PB,2510006.0,Nazarezinho,25115197.0,EMEF MARIA DO CARMO PEDROZA MENDES,Municipal,69.4,70.8,100,0.678653,0.712643,1,218.4,ND,234.75,221.65,ND,238.44,4.000833,-,4.553167,2.7,,4.6,3.9,4.1,4.4,-1.1999999999999997,,0.1999999999999993
PB,2510105.0,Nova Floresta,25056620.0,ECI EEFM JOSE ROLDERICK DE OLIVEIRA,Estadual,87.8,67.9,100,0.8723,0.603727,1,234.67,ND,251.56,235.6,ND,239.03,4.5045,-,4.843167,3.9,,4.8,3.9,4.1,4.4,0.0,,0.39999999999999947
PB,2510105.0,Nova Floresta,25056735.0,EMEF PAPA PAULO VI,Municipal,79.7,84.6,98,0.788508,0.855477,0.975819,ND,217.44,ND,ND,215.47,ND,-,3.881833,-,,3.3,,3.7,4.0,4.2,,-0.7000000000000002,
PB,2510204.0,Nova Olinda,25025619.0,EMEF GENESIO PINTO RAMALHO,Municipal,67.9,81.1,100,0.667727,0.816059,1,240.42,242.62,ND,241.95,233.71,ND,4.706167,4.6055,-,3.1,3.8,,3.5,3.8,4.0,-0.3999999999999999,0.0,
PB,2510204.0,Nova Olinda,25025635.0,ECIT JOAO LEITE NETO,Estadual,88,83.1,100,0.884676,0.825291,1,265.57,268.5,239.64,264.3,253.71,236.01,5.497833,5.370167,4.594167,4.9,4.4,4.6,4.9,5.2,5.4,0.0,-0.7999999999999998,-0.8000000000000007
PB,2510204.0,Nova Olinda,25025767.0,EMEIF MARIA DIONISIA DE SOUSA,Municipal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,2.9,3.2,3.4,,,
PB,2510303.0,Nova Palmeira,25042335.0,EEEF DE NOVA PALMEIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,5.1,5.3,5.6,,,
PB,2510303.0,Nova Palmeira,25042351.0,ECI ANTONIO COELHO DANTAS,Estadual,93.4,95.2,-,0.937545,0.952,-,279.78,288.66,-,277.06,291.18,-,5.947333,6.330667,-,5.6,6.0,,3.9,4.2,4.5,1.6999999999999997,1.7999999999999998,
PB,2510303.0,Nova Palmeira,25042475.0,EMEF IRAN COELHO DANTAS,Municipal,81.7,70.1,99.3,0.815117,0.728318,0.992439,268.27,269.9,ND,277.06,271.5,ND,5.7555,5.69,-,4.7,4.1,,4.1,4.4,4.7,0.6000000000000005,-0.3000000000000007,
PB,2510402.0,Olho d'Água,25025830.0,ECI EEM ANTONIO AVELINO DE ALMEIDA,Estadual,86.4,88.1,99,0.865285,0.869945,0.984567,232.35,271.1,ND,235.42,279.5,ND,4.462833,5.843333,-,3.9,5.1,,3.8,4.1,4.3,0.10000000000000009,1.0,
PB,2510402.0,Olho d'Água,25026143.0,EMEF MANOEL PROCOPIO DE ARAUJO,Municipal,80.2,72.2,100,0.768775,0.742746,1,213.74,218.05,219.4,199.46,191.97,227.42,3.553333,3.500333,4.113667,2.7,2.6,4.1,3.8,4.1,4.3,-1.0999999999999996,-1.4999999999999996,-0.20000000000000018
PB,2510402.0,Olho d'Água,25240927.0,EMEF RAQUEL MINERVINO DE CARVALHO,Municipal,77.4,77.7,96.5,0.791699,0.782689,0.958561,218.57,232.23,214.75,221.61,234.62,216.1,4.003,4.4475,3.8475,3.2,3.5,3.7,4.2,4.5,4.8,-1.0,-1.0,-1.0999999999999996
PB,2510501.0,Olivedos,25056778.0,COL MUL MONSENHOR STANISLAU,Municipal,87.1,85.1,100,0.873741,0.857139,1,264.8,258.39,248.33,266.72,252.14,245.28,5.525333,5.1755,4.8935,4.8,4.4,4.9,4.7,5.0,5.3,0.09999999999999964,-0.5999999999999996,-0.39999999999999947
PB,2510600.0,Ouro Velho,25046756.0,EMEFM JACINTO DANTAS,Municipal,82.1,72.9,100,0.81543,0.686086,1,225.07,ND,234.68,225.15,ND,244.78,4.170333,-,4.657667,3.4,,4.7,4.2,4.4,4.7,-0.8000000000000003,,0.0
PB,2510600.0,Ouro Velho,25046764.0,EEEFM NOSSA SRA DAS GRACAS,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.6,4.9,5.1,,,
PB,2510659.0,Parari,25047469.0,EEEFM JAIRO AIRES CALUETE,Estadual,72.3,80,100,0.711188,0.750652,1,241.39,252.59,233.38,237.93,255.27,242.21,4.655333,5.131,4.593167,3.3,3.9,4.6,4.1,4.3,4.6,-0.7999999999999998,-0.3999999999999999,0.0
PB,2510709.0,Passagem,25020358.0,EMEF CARLOS MONTEIRO DE OLIVEIRA,Municipal,70.4,77.5,92,0.686182,0.783768,0.919544,248.95,253.45,254.59,260.68,246.75,246.89,5.1605,5.003333,5.024667,3.5,3.9,4.6,3.5,3.8,4.1,0.0,0.10000000000000009,0.5
PB,2510808.0,Patos,25020650.0,EEEF CAIC DR ROMERO ABDON Q DA NOBREGA,Estadual,70.7,80.6,-,0.677029,0.80933,-,227.22,235.01,-,230.13,225.46,-,4.289167,4.341167,-,2.9,3.5,,4.6,4.9,5.2,-1.6999999999999997,-1.4000000000000004,
PB,2510808.0,Patos,25020854.0,ECI DOUTOR DIONISIO DA COSTA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.0,4.2,4.5,,,
PB,2510808.0,Patos,25020862.0,EEEFM DOM FERNANDO GOMES,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.1,4.4,4.6,,,
PB,2510808.0,Patos,25020870.0,EEEF EGMAR LONGO DE ARAUJO MELO,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,3.9,4.1,4.4,,,
PB,2510808.0,Patos,25020900.0,EEEFM ANTONIA ARAUJO,Estadual,95.2,94.5,100,0.949832,0.948053,1,255.11,255.12,233,257.74,257,239.78,5.214167,5.202,4.546333,5.0,4.9,4.5,4.5,4.8,5.1,0.5,0.10000000000000053,-0.5999999999999996
PB,2510808.0,Patos,25020927.0,ECI AUZENIR LACERDA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.1,4.4,4.7,,,
PB,2510808.0,Patos,25020935.0,ECI MONSENHOR MANOEL VIEIRA,Estadual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,4.6,4.8,5.1,,,
PB,2510808.0,Patos,25020960.0,EEEF CORIOLANO DE MEDEIROS,Estadual,90.5,90.7,98.2,0.916848,0.908887,0.984142,242.39,258.68,ND,233.5,250.32,ND,4.598167,5.15,-,4.2,4.7,,4.3,4.6,4.9,-0.09999999999999964,0.10000000000000053,
PB,2510808.0,Patos,25020978.0,EEEF PROFA MARIA NUNES,Estadual,80.9,83.7,98.7,0.807013,0.834327,0.986828,222.48,ND,255.32,229.21,ND,256.03,4.194833,-,5.189167,3.4,,5.1,3.6,3.8,4.1,-0.20000000000000018,,1.0
PB,2510808.0,Patos,25020986.0,EEEF RIO BRANCO,Estadual,91.3,91.6,99.8,0.907795,0.912281,0.997988,243.78,240.85,ND,242.3,243.7,ND,4.768,4.7425,-,4.3,4.3,,4.4,4.7,5.0,-0.10000000000000053,-0.40000000000000036,
PB,2510808.0,Patos,25021087.0,EMEF ARISTIDES HAMAD TIMENE,Municipal,80.3,86.2,100,0.791168,0.873522,1,235.64,221.16,ND,240.67,222.03,ND,4.605167,4.053167,-,3.6,3.5,,3.8,4.0,4.3,-0.19999999999999973,-0.5,
PB,2510808.0,Patos,25021311.0,EMEF MONSENHOR MANOEL VIEIRA,Municipal,68.5,74.6,98.4,0.686149,0.742417,0.986372,231.99,ND,ND,230.1,ND,ND,4.368167,-,-,3.0,,,3.8,4.0,4.3,-0.7999999999999998,,
