SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,ORIGEM,CATEGORY
PB,2507309.0,Jacaraú,25086332.0,EEEFM CASTRO PINTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507309.0,Jacaraú,25086391.0,EMEIF SENADOR RUY CARNEIRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507309.0,Jacaraú,25086499.0,EMEF LUIS FERNANDES PESSOA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507309.0,Jacaraú,25086561.0,EMEIF ROSENILDO FERNANDES DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507309.0,Jacaraú,25086669.0,EMEIF ANATILDE PAES BARRETO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507309.0,Jacaraú,25086855.0,EMEIF PROFESSORA NEUZA MEDEIROS ALVES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507408.0,Jericó,25002422.0,ECI EEFM FRANCISCO MAIA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507408.0,Jericó,25002627.0,EMEF JUVENAL BERNARDINO FILHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507408.0,Jericó,25002775.0,EMEF JOAO ROSADO DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25092340.0,CAIC DAMASIO FRANCA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25092570.0,EM PROFESSOR DURMEVAL TRIGUEIRO MENDES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25092588.0,EMEI JOAO XXIII,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25092839.0,CEEEA SESQUICENTENARIO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25092871.0,CENTRO PROFIS DEP ANTONIO CABRAL,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25093380.0,EM PRESIDENTE JOAO PESSOA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25093622.0,EEEF FRANCISCO CAMPOS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25093746.0,EEEF PROF TERCIA BONAVIDES LINS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25093827.0,EEEF CLAUDINA MANGUEIRA DE MOURA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25093835.0,ECI LUIS RAMALHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25093843.0,ECIT CONEGO FRANCISCO GOMES DE LIMA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25093851.0,ECI LILIOSA PAIVA LEITE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25093860.0,ECIT RAUL MACHADO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25093894.0,ECI EEM PROF PEDRO AUGUSTO PORTO CAMINHA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25093916.0,ECIT PROFESSOR RAUL CORDULA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25093932.0,ECIT DAURA SANTIAGO RANGEL,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25093940.0,EEEF DR JOSE MEDEIROS VIEIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25093959.0,ECIT OLIVINA OLIVIA CARNEIRO DA CUNHA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25093967.0,EEEFM PROF MARIA BRONZEADO MACHADO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25093975.0,ECI NICODEMOS NEVES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094025.0,ECI EEFM TENENTE LUCENA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094033.0,ECIT MANOEL LISBOA DE MOURA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094041.0,EEEF PROFA ARGENTINA PEREIRA GOMES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094050.0,ECIT LUIZ GONZAGA DE ALBUQUERQUE BURITY,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094106.0,ECI LUZIA SIMOES BARTOLLINI,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094114.0,ECIT ALICE CARNEIRO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094122.0,CPM ESTUDANTE REBECA CRISTINA ALVES SIMOES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094130.0,ECI HORACIO DE ALMEIDA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094157.0,EEEFM ESCRITOR JOSE LINS DO REGO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094173.0,EEEFM E EJA PADRE MIGUELINHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094181.0,ECI PAPA PAULO VI,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094190.0,ECIT JOAO GOULART,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094203.0,ECIT DOM JOSE MARIA PIRES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094211.0,ECIT JOSE DO PATROCINIO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094254.0,EEEF PADRE CICERO ROMAO BATISTA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094262.0,EEEF PROFESSOR JOAO JOSE DA COSTA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094270.0,EEEF PROF MATEUS RIBEIRO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094327.0,EEEF ALMIRANTE TAMANDARE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094335.0,EEEF ANA HIGINA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094351.0,EEEF ANTONIO PESSOA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094360.0,EEEF BORGES DA FONSECA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094408.0,EEEFM DES BOTO DE MENEZES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094416.0,EEEFM DES BRAZ BARACUHY,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094432.0,EEEFM DOMINGOS JOSE DA PAIXAO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094440.0,EEEFM DR JOAO NAVARRO FILHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094459.0,EEEF DR OTAVIO NOVAIS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094513.0,EEEF FREI MARTINHO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094530.0,EEEF HENRIQUE DIAS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094556.0,EEEF ISABEL MARIA DAS NEVES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25094599.0,EEEF JOSE VIEIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094629.0,EEEF PROF MARIA GENY DE SOUSA TIMOTEO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094637.0,ECIT PEDRO ANISIO BEZERRA DANTAS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094653.0,EEEM PROF ORLANDO CAVALCANTI GOMES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094661.0,ECI EEFM PEDRO LINS VIEIRA DE MELO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094688.0,ECIT PADRE HILDON BANDEIRA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094696.0,ECI PADRE IBIAPINA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094718.0,EEEF PROF ADELIA DE FRANCA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094726.0,ECI EEFM PROFESSOR CELESTIN MALZAC,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094734.0,EEEF PROF MARIA DE FATIMA SOUTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25094742.0,EEEFM PROFESSORA MARIA JACY COSTA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094750.0,ECI OLIVIO PINTO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094777.0,EEEFM PROF DEBORA DUARTE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25094793.0,EEEFM SANTOS DUMONT,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25094840.0,EEEF DOM PEDRO II,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095013.0,EEEF PROFESSORA ANTONIA RANGEL DE FARIAS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25095021.0,EEEFM GONCALVES DIAS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25095056.0,ECIT PREFEITO OSWALDO PESSOA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25095080.0,EEEFM PADRE ROMA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25095153.0,EEEF PROF RITA DE MIRANDA HENRIQUES,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095366.0,EM MOEMA TINOCO CUNHA LIMA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095374.0,EM ALMIRANTE BARROSO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095412.0,EM ANALICE CALDAS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095447.0,EM ANITA TRIGUEIRO DO VALLE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095455.0,EM ANTENOR NAVARRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095463.0,EM QUILOMBOLA PROFESSORA ANTONIA DO SOCORRO SILVA MACHADO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095480.0,EM APOLONIO SALES DE MIRANDA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095501.0,EMAI AUGUSTO DOS ANJOS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095528.0,EM CANTALICE LEITE MAGALHAES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095544.0,EM CARLOS NEVES DA FRANCA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095560.0,EM CASTRO ALVES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095595.0,EM ANTONIO SANTOS COELHO NETO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095609.0,EM COMENDADOR CICERO LEITE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095633.0,EMEI CONEGO JOAO DE DEUS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095668.0,EM DAMASIO BARBOSA DA FRANCA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095676.0,EM EDUCADOR FRANCISCO PEREIRA DA NOBREGA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095684.0,EM DAVID TRINDADE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095692.0,EM PROFESSOR ANISIO TEIXEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095706.0,EMAI DR SEVERINO PATRICIO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25095749.0,EM ZULMIRA DE NOVAIS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095765.0,EMAI ARNALDO DE BARROS MOREIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095790.0,EMEI DR JOAO SANTA CRUZ DE OLIVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095820.0,EM DUARTE DA SILVEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095854.0,EMAI DUQUE DE CAXIAS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095900.0,EM FENELON CAMARA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095943.0,EM FREI AFONSO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095978.0,EM FREI ALBINO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25095994.0,EM FRUTUOSO BARBOSA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096001.0,EM GENERAL ANGELO FRANCISCO NOTARE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096036.0,EM GENERAL RODRIGO OTAVIO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096052.0,EM JOAO MONTEIRO DA FRANCA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096109.0,EM LEONIDAS SANTIAGO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096125.0,EM LIONS TAMBAU,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096133.0,EM LUIZA LIMA LOBO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096150.0,EM MAJOR JOSE DE BARROS MOREIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096176.0,EM PROFESSOR JOAO GADELHA DE OLIVEIRA FILHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096206.0,EM MINISTRO JOSE AMERICO DE ALMEIDA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096222.0,EM MONSENHOR JOAO COUTINHO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096290.0,EM OLIVIO RIBEIRO CAMPOS,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096346.0,EM PROFESSOR ANIBAL MOURA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096354.0,EM PROFESSOR HUGO MOURA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096362.0,EMAI GOVERNADOR LEONEL BRIZOLA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096389.0,EM PROFESSOR LUIZ MENDES PONTES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096400.0,EMAI PROFESSOR OSCAR DE CASTRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096419.0,EM PROFESSOR LYNALDO CAVALCANTI DE ALBUQUERQUE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096427.0,EMAI ESCRITOR LUIZ AUGUSTO CRISPIM,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096435.0,EM PROFESSORA ANA CRISTINA ROLIM MACHADO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096486.0,EM SANTOS DUMONT,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096494.0,EM SEN RUY CARNEIRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096516.0,EM SERAFICO DA NOBREGA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096524.0,EM SANTA ANGELA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096559.0,EM THARCILLA BARBOSA DA FRANCA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096575.0,EM VIRGINIUS DA GAMA E MELO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096613.0,EM VIOLETA FORMIGA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096648.0,EM FRANCISCA MOURA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096656.0,EMEI PADRE BARTOLOMEU DE GUSMAO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096664.0,EM PADRE LEONEL DA FRANCA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096672.0,EMAI ECONOMISTA CELSO MONTEIRO FURTADO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25096680.0,EMEI UBIRAJARA TARGINO BOTTO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25097091.0,EEEFM AUDIOCOMUNICACAO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25097733.0,EM DOM ADAUTO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25101516.0,EEEF DOMENICA ANDREA MAGLIANO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25105612.0,EM NAZINHA BARBOSA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25113178.0,EM DARCY RIBEIRO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114425.0,EEEF GOV ANTONIO MARIZ,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114484.0,ECIT JOAO ROBERTO BORGES DE SOUZA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25114506.0,EEEFM PROF JOSE BAPTISTA DE MELLO,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25114840.0,EM INDIO PIRAGIBE,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114859.0,EM ZUMBI DOS PALMARES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114867.0,EM ARUANDA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114875.0,EM DOM HELDER CAMARA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114905.0,ECI EEFM MILTON CAMPOS,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25114980.0,EM LUIZ VAZ DE CAMOES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25114999.0,EM PEDRA DO REINO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25115049.0,ECI EEF PROFESSOR PAULO FREIRE,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25120484.0,EM DOM MARCELO PINTO CARVALHEIRA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25123491.0,EM PADRE PEDRO SERRAO,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25124277.0,ECIT SEVERINO DIAS DE OLIVEIRA MESTRE SIVUCA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS & MEDIO
PB,2507507.0,João Pessoa,25125230.0,EMEI ESCOLA CIVICO MILITAR CHICO XAVIER,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25126180.0,ECIT CINEASTA LINDUARTE NORONHA,Estadual,IDEB_ANOS_FINAIS_PB,Anos FINAIS & MEDIO
PB,2507507.0,João Pessoa,25129260.0,EM DEPUTADO FERNANDO PAULO CARRILHO MILANEZ,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
PB,2507507.0,João Pessoa,25130455.0,EMEI BILINGUE DOM JOSE MARIA PIRES,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25132881.0,EM ANTONIA LUCIA NAVARRO BRAGA,Municipal,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos INICIAIS
