SG_UF,CO_MUNICIPIO,NO_MUNICIPIO,ID_ESCOLA,NO_ESCOLA,REDE,IDEB_SCORE,ORIGEM,CATEGORY
PB,2507507.0,João Pessoa,25095820.0,EM DUARTE DA SILVEIRA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25095854.0,EMAI DUQUE DE CAXIAS,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25095900.0,EM FENELON CAMARA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25095943.0,EM FREI AFONSO,Municipal,4.427,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25095978.0,EM FREI ALBINO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25095994.0,EM FRUTUOSO BARBOSA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096001.0,EM GENERAL ANGELO FRANCISCO NOTARE,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096036.0,EM GENERAL RODRIGO OTAVIO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096052.0,EM JOAO MONTEIRO DA FRANCA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096109.0,EM LEONIDAS SANTIAGO,Municipal,3.8775,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096125.0,EM LIONS TAMBAU,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096133.0,EM LUIZA LIMA LOBO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096150.0,EM MAJOR JOSE DE BARROS MOREIRA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096176.0,EM PROFESSOR JOAO GADELHA DE OLIVEIRA FILHO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096206.0,EM MINISTRO JOSE AMERICO DE ALMEIDA,Municipal,5.124,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096222.0,EM MONSENHOR JOAO COUTINHO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096290.0,EM OLIVIO RIBEIRO CAMPOS,Municipal,4.457,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096346.0,EM PROFESSOR ANIBAL MOURA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096354.0,EM PROFESSOR HUGO MOURA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096362.0,EMAI GOVERNADOR LEONEL BRIZOLA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096389.0,EM PROFESSOR LUIZ MENDES PONTES,Municipal,4.979,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096400.0,EMAI PROFESSOR OSCAR DE CASTRO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096419.0,EM PROFESSOR LYNALDO CAVALCANTI DE ALBUQUERQUE,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096427.0,EMAI ESCRITOR LUIZ AUGUSTO CRISPIM,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096435.0,EM PROFESSORA ANA CRISTINA ROLIM MACHADO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096486.0,EM SANTOS DUMONT,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096494.0,EM SEN RUY CARNEIRO,Municipal,4.781167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096516.0,EM SERAFICO DA NOBREGA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096524.0,EM SANTA ANGELA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096559.0,EM THARCILLA BARBOSA DA FRANCA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096575.0,EM VIRGINIUS DA GAMA E MELO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096613.0,EM VIOLETA FORMIGA,Municipal,4.75,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096648.0,EM FRANCISCA MOURA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096656.0,EMEI PADRE BARTOLOMEU DE GUSMAO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096664.0,EM PADRE LEONEL DA FRANCA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25096672.0,EMAI ECONOMISTA CELSO MONTEIRO FURTADO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25096680.0,EMEI UBIRAJARA TARGINO BOTTO,Municipal,3.503,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25097091.0,EEEFM AUDIOCOMUNICACAO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25097733.0,EM DOM ADAUTO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25101516.0,EEEF DOMENICA ANDREA MAGLIANO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25105612.0,EM NAZINHA BARBOSA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25113178.0,EM DARCY RIBEIRO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25114425.0,EEEF GOV ANTONIO MARIZ,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114484.0,ECIT JOAO ROBERTO BORGES DE SOUZA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114506.0,EEEFM PROF JOSE BAPTISTA DE MELLO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114840.0,EM INDIO PIRAGIBE,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114859.0,EM ZUMBI DOS PALMARES,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114867.0,EM ARUANDA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114875.0,EM DOM HELDER CAMARA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114905.0,ECI EEFM MILTON CAMPOS,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114980.0,EM LUIZ VAZ DE CAMOES,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25114999.0,EM PEDRA DO REINO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25115049.0,ECI EEF PROFESSOR PAULO FREIRE,Estadual,4.348333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25120484.0,EM DOM MARCELO PINTO CARVALHEIRA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25123491.0,EM PADRE PEDRO SERRAO,Municipal,5.085833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25124277.0,ECIT SEVERINO DIAS DE OLIVEIRA MESTRE SIVUCA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25125230.0,EMEI ESCOLA CIVICO MILITAR CHICO XAVIER,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25126180.0,ECIT CINEASTA LINDUARTE NORONHA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25129260.0,EM DEPUTADO FERNANDO PAULO CARRILHO MILANEZ,Municipal,5.001167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25130455.0,EMEI BILINGUE DOM JOSE MARIA PIRES,Municipal,5.941,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25132881.0,EM ANTONIA LUCIA NAVARRO BRAGA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25133560.0,EM ANTONIO NOMINANDO DINIZ,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25139401.0,EM PROFESSORA ANAYDE BEIRIZ,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507507.0,João Pessoa,25149806.0,EM JORNALISTA RAIMUNDO NONATO BATISTA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507507.0,João Pessoa,25258940.0,EM PROFESSOR AFONSO PEREIRA DA SILVA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507606.0,Juarez Távora,25082272.0,EEEFM DOM ADAUTO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507606.0,Juarez Távora,25082337.0,EMEF LUIS RIBEIRO COUTINHO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507705.0,Juazeirinho,25041428.0,ESC MUN ENS FUND SEVERINO MARINHEIRO,Municipal,4.627333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507705.0,Juazeirinho,25041525.0,ECIT DEPUTADO GENIVAL MATIAS,Estadual,4.6885,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507705.0,Juazeirinho,25118358.0,EEEFM DEPUTADO PEDRO PASCOAL DE OLIVEIRA,Estadual,4.635333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507804.0,Junco do Seridó,25038460.0,EMEIEFM SANTO ONOFRE,Municipal,4.405667,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507804.0,Junco do Seridó,25038478.0,ECIT EZEQUIEL FERNANDES,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507804.0,Junco do Seridó,25038648.0,EMEIEF JOSE MARIANO DA NOBREGA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507903.0,Juripiranga,25088785.0,ECIT TEONAS DA CUNHA CAVALCANTI,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2507903.0,Juripiranga,25088793.0,EEEFM DEMETRIO TOLEDO,Estadual,4.562667,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2507903.0,Juripiranga,25088912.0,ESC MUN ENS INF E FUND SALVINO JOAO PEREIRA,Municipal,4.836167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25034820.0,EEEFM AMERICA FLORENTINO,Estadual,5.530167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25034839.0,ECI ARLINDA PESSOA DA SILVA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25034855.0,EMEIEF CORNELIO DE SOUZA NASCIMENTO,Municipal,6.794667,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25035231.0,EMEIF POSSIDONIO DA COSTA VERAS,Municipal,5.221333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25035398.0,EMEIF POLONORDESTE,Municipal,4.4055,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25111698.0,EMEIF ANTONIO ALVES DA SILVA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508000.0,Juru,25132105.0,EMEIF DONA ADGINA PIRES RAMOS,Municipal,5.838333,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508109.0,Lagoa,25003038.0,EEEFM MONS VALERIANO PEREIRA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508109.0,Lagoa,25003054.0,ESCOLA CIDADA INTEGRAL ESTADUAL DE ENSINO MEDIO FREI BRUNO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508109.0,Lagoa,25254928.0,EMEF AMADEU JOSE DE ALMEIDA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508208.0,Lagoa de Dentro,25069357.0,EEEFM IVAN BICHARA SOBREIRA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508208.0,Lagoa de Dentro,25069373.0,EEEFM GETULIO VARGAS,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508208.0,Lagoa de Dentro,25069446.0,EMEIF PROFESSORA ANTONIA COELHO PEREIRA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508208.0,Lagoa de Dentro,25069519.0,EMEF ALFREDO CHAVES,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508307.0,Lagoa Seca,25077759.0,ECIT FRANCISCA MARTINIANO DA ROCHA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508307.0,Lagoa Seca,25078003.0,EMEIEF JOSE GOMES,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508307.0,Lagoa Seca,25078011.0,EMEIEF MACHADO DE ASSIS,Municipal,4.879833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508307.0,Lagoa Seca,25118773.0,EMEF IRMAO DAMIAO CLEMENTE,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508307.0,Lagoa Seca,25129031.0,EMEF ISABEL VIEIRA DE ANDRADE,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508406.0,Lastro,25014650.0,INSTITUTO EDUCACIONAL DE ENSINO FUNDAMENTAL RONALDO GONCALVES SARMENTO,Municipal,4.536167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508505.0,Livramento,25045059.0,ECI JOAO LELYS,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508505.0,Livramento,25045083.0,EMEF MARIA SALOME DE ALMEIDA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508505.0,Livramento,25118684.0,EMEF MINISTRO ALCIDES CARNEIRO,Municipal,4.823333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508505.0,Livramento,25133225.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PREFEITO RIVALDO VILAR DE CARVALHO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508554.0,Logradouro,25067648.0,E M E I F MANOEL JOAO BARBOSA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508554.0,Logradouro,25067737.0,EEEFM PREF JOSE ANTONIO NEVES,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508554.0,Logradouro,25067788.0,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTA MARIA ELOI LEITE,Municipal,4.9965,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508604.0,Lucena,25098632.0,ECIT IZAURA FALCAO DE CARVALHO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508604.0,Lucena,25098667.0,EMEFEJA AMERICO FALCAO,Municipal,4.201667,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508604.0,Lucena,25098683.0,EMEFEJA ANTONIO AURELIO TEIXEIRA DE CARVALHO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508604.0,Lucena,25098756.0,EMEF OTTO ILLI,Municipal,4.230333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508703.0,Mãe d'Água,25020102.0,EEEFM FRANCISCO ROMANO DA SILVEIRA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508703.0,Mãe d'Água,25020285.0,EMEF MANOEL NUNES TRINDADE,Municipal,4.869833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508802.0,Malta,25014692.0,ECIT DOUTOR ANTONIO FERNANDES MEDEIROS,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508802.0,Malta,25014706.0,EMEIF CON JOAQUIM DE ASSIS FERREIRA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508802.0,Malta,25014757.0,EMEIEF BOILEAU DANTAS WANDERLEY,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508901.0,Mamanguape,25086901.0,ECI RUI CARNEIRO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25086910.0,EEEF PROF ANTONIO GARCEZ,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25086928.0,EEEFM PROFESSOR LUIZ APRIGIO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508901.0,Mamanguape,25086936.0,EEEF II E EJA UMBELINA GARCEZ,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508901.0,Mamanguape,25086979.0,ESCOLA MUNICIPAL DE EF ANA CAVALCANTE DE ALBUQUERQUE,Municipal,4.669667,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25087150.0,EMEF IRACEMA SOARES,Municipal,5.1815,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25087614.0,ESCOLA MUNICIPAL DE EF CLEA MARIA BEZERRA BARBOSA,Municipal,5.053167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25087657.0,EEEF ANTONIO PINTO BARBALHO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508901.0,Mamanguape,25087665.0,EEEF DR JOSE A DA TRINDADE,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2508901.0,Mamanguape,25103237.0,EMEF DR ADAILTON COELHO DA COSTA,Municipal,4.042833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25105620.0,ESCOLA MUNICIPAL DE EF MANOEL FERNANDES DE LIMA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25113585.0,ESCOLA MUNICIPAL DE EF CEL JOSE CASTOR DO REGO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25116800.0,EMEF MARIA LUCIA,Municipal,4.640833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25119192.0,EMEF MIGUEL TOMAZ SOARES,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2508901.0,Mamanguape,25122533.0,ECI EEFM DOUTOR GUSTAVO FERNANDES DE LIMA SOBRINHO,Estadual,4.067833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509008.0,Manaíra,25035436.0,EEEFM PROFESSOR CICERO RABELO NOGUEIRA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509008.0,Manaíra,25035444.0,EEEF PROFESSORA ANTONIA DINIZ MAIA,Estadual,4.743333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509008.0,Manaíra,25035452.0,EEEF SEBASTIANA DINO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509008.0,Manaíra,25035754.0,EMEF SEBASTIANA DINO,Municipal,5.035167,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509008.0,Manaíra,25035967.0,EMEF PROFESSOR CICERO RABELO NOGUEIRA,Municipal,4.780333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509008.0,Manaíra,25036017.0,ECI EEFM MONSENHOR SEBASTIAO RABELO,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509057.0,Marcação,25088068.0,ESCOLA CIDADA INTEGRAL INDIO ANTONIO SINESIO DA SILVA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509057.0,Marcação,25088483.0,EMEF PROFª EMILIA GOMES DA SILVA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509057.0,Marcação,25120760.0,EEIEFM CACIQUE INIGUACU,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509057.0,Marcação,25128809.0,EEIEF INDIO PEDRO MAXIMO DE LIMA,Estadual,3.719,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509107.0,Mari,25088939.0,EMEIEF PROFESSORA MARIA DAS NEVES DE PAULA ARRUDA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509107.0,Mari,25088971.0,EEEF LUIZ MARIA DE FRANCA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509107.0,Mari,25089013.0,ECIT JOSE PAULO DE FRANCA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509107.0,Mari,25089072.0,EMEF PREFEITO EPITACIO DANTAS,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509107.0,Mari,25114972.0,ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL TIRADENTES,Municipal,4.632333,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509107.0,Mari,25131478.0,EMEF EDMILSOM BALTAZAR DE MENDONCA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509107.0,Mari,25265920.0,EMEF PROFESSOR JOSE HONORIO FILHO,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509156.0,Marizópolis,25019538.0,ECIT ESTADUAL DOUTOR SILVA MARIZ,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509156.0,Marizópolis,25019554.0,ESC MUL PE JULIA MARIA DE CARVALHO SILVA,Municipal,4.636167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509156.0,Marizópolis,25019562.0,INST JOAQUINA DE PAIVA GADELHA,Municipal,5.247,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509156.0,Marizópolis,25125133.0,EMEIF VEREADOR JOAO GONCALVES DE SOUSA,Municipal,4.390833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509206.0,Massaranduba,25078135.0,ECI EEFM MARIA ZECA SOUZA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509206.0,Massaranduba,25078143.0,EEEFM EVERALDO AGRA,Estadual,4.256,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509206.0,Massaranduba,25078178.0,EMEIEF ANA DA SILVA MEIRA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509206.0,Massaranduba,25078348.0,EMEF SUZETE DIAS CORREIA,Municipal,3.940833,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509305.0,Mataraca,25087711.0,EMEFM CONEGO JOSE VITAL RIBEIRO BESSA,Municipal,5.043167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509305.0,Mataraca,25087738.0,ECI PEDRO POTI,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509339.0,Matinhas,25063359.0,EEEFM DESEMBARGADOR ARTHUR VIRGINIO DE MOURA,Estadual,3.8955,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS & Anos FINAIS
PB,2509339.0,Matinhas,25063405.0,ECIT POETA MARIO VIEIRA DA SILVA,Estadual,5.198667,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509339.0,Matinhas,25146408.0,EMEIF ASCENDINO MOURA,Municipal,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509370.0,Mato Grosso,25002457.0,ECIEEM JOSE SERAFIM DE LIMA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509370.0,Mato Grosso,25109537.0,ESC MUL MARIA DE LOURDES DE LIMA,Municipal,5.570167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509396.0,Maturéia,25038060.0,EMEF MARIA TAMARA SOUZA DO NASCIMENTO,Municipal,4.7985,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509404.0,Mogeiro,25082493.0,ECIT OTAVIA SILVEIRA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
PB,2509404.0,Mogeiro,25082736.0,EMEIEF JOAO VICENTE DE BRITO,Municipal,3.934167,IDEB_ANOS_FINAIS_PB,Anos FINAIS & Anos FINAIS
PB,2509404.0,Mogeiro,25116460.0,EEEF JOAO HYBERNON DA SILVA,Estadual,-,IDEB_ANOS_FINAIS_PB,Anos FINAIS
